 r_start    r_end  z_start    z_end     sel.
  17.700   17.800    3.400    3.450   0.1789
  17.700   17.800    3.450    3.500   0.1192
  17.700   17.800    3.500    3.550   0.1154
  17.700   17.800    3.550    3.600   0.2556
  17.700   17.800    3.600    3.650   0.5286
  17.700   17.800    3.650    3.700   0.5333
  17.700   17.800    3.700    3.750   0.5433
  17.700   17.800    3.750    3.800   0.3876
  17.700   17.800    3.800    3.850   0.3919
  17.700   17.800    3.850    3.900   0.1917
  17.700   17.800    3.900    3.950   0.0943
  17.700   17.800    3.950    4.000   0.0462
  17.700   17.800    4.000    4.050   0.0000
  17.700   17.800    4.050    4.100   0.0000
  17.700   17.800    4.100    4.150   0.0000
  17.700   17.800    4.150    4.200   0.0000
  17.700   17.800    4.200    4.250   0.0000
  17.700   17.800    4.250    4.300   0.0000
  17.700   17.800    4.300    4.350   0.0000
  17.700   17.800    4.350    4.400   0.0000
  17.700   17.800    4.400    4.450   0.0000
  17.700   17.800    4.450    4.500   0.0000
  17.700   17.800    4.500    4.550   0.0000
  17.700   17.800    4.550    4.600   0.0000
  17.800   17.900    2.000    2.050   0.1270
  17.800   17.900    2.050    2.100   0.1768
  17.800   17.900    2.100    2.150   0.2908
  17.800   17.900    2.150    2.200   0.3058
  17.800   17.900    2.200    2.250   0.3389
  17.800   17.900    2.250    2.300   0.3498
  17.800   17.900    2.300    2.350   0.3738
  17.800   17.900    2.350    2.400   0.3622
  17.800   17.900    2.400    2.450   0.4293
  17.800   17.900    2.450    2.500   0.4316
  17.800   17.900    2.500    2.550   0.3267
  17.800   17.900    2.550    2.600   0.2585
  17.800   17.900    2.600    2.650   0.1590
  17.800   17.900    2.650    2.700   0.1406
  17.800   17.900    2.700    2.750   0.0684
  17.800   17.900    2.750    2.800   0.0963
  17.800   17.900    2.800    2.850   0.1534
  17.800   17.900    2.850    2.900   0.2395
  17.800   17.900    2.900    2.950   0.2955
  17.800   17.900    2.950    3.000   0.5156
  17.800   17.900    3.000    3.050   0.5342
  17.800   17.900    3.050    3.100   0.6359
  17.800   17.900    3.100    3.150   0.5894
  17.800   17.900    3.150    3.200   0.6011
  17.800   17.900    3.200    3.250   0.7045
  17.800   17.900    3.250    3.300   0.7412
  17.800   17.900    3.300    3.350   0.7586
  17.800   17.900    3.350    3.400   0.7226
  17.800   17.900    3.400    3.450   0.6127
  17.800   17.900    3.450    3.500   0.4755
  17.800   17.900    3.500    3.550   0.6345
  17.800   17.900    3.550    3.600   0.8112
  17.800   17.900    3.600    3.650   0.8015
  17.800   17.900    3.650    3.700   0.8507
  17.800   17.900    3.700    3.750   0.9301
  17.800   17.900    3.750    3.800   0.8571
  17.800   17.900    3.800    3.850   0.7983
  17.800   17.900    3.850    3.900   0.7155
  17.800   17.900    3.900    3.950   0.4800
  17.800   17.900    3.950    4.000   0.3333
  17.800   17.900    4.000    4.050   0.1047
  17.800   17.900    4.050    4.100   0.1279
  17.800   17.900    4.100    4.150   0.0405
  17.800   17.900    4.150    4.200   0.0000
  17.800   17.900    4.200    4.250   0.0000
  17.800   17.900    4.250    4.300   0.0000
  17.800   17.900    4.300    4.350   0.0000
  17.800   17.900    4.350    4.400   0.0000
  17.800   17.900    4.400    4.450   0.0000
  17.800   17.900    4.450    4.500   0.0000
  17.800   17.900    4.500    4.550   0.0000
  17.800   17.900    4.550    4.600   0.0000
  17.900   18.000    2.000    2.050   0.5303
  17.900   18.000    2.050    2.100   0.6696
  17.900   18.000    2.100    2.150   0.7784
  17.900   18.000    2.150    2.200   0.7415
  17.900   18.000    2.200    2.250   0.7641
  17.900   18.000    2.250    2.300   0.7951
  17.900   18.000    2.300    2.350   0.7487
  17.900   18.000    2.350    2.400   0.7692
  17.900   18.000    2.400    2.450   0.7551
  17.900   18.000    2.450    2.500   0.7389
  17.900   18.000    2.500    2.550   0.7826
  17.900   18.000    2.550    2.600   0.6492
  17.900   18.000    2.600    2.650   0.5306
  17.900   18.000    2.650    2.700   0.4686
  17.900   18.000    2.700    2.750   0.3427
  17.900   18.000    2.750    2.800   0.4244
  17.900   18.000    2.800    2.850   0.4462
  17.900   18.000    2.850    2.900   0.5606
  17.900   18.000    2.900    2.950   0.6211
  17.900   18.000    2.950    3.000   0.7788
  17.900   18.000    3.000    3.050   0.8653
  17.900   18.000    3.050    3.100   0.9000
  17.900   18.000    3.100    3.150   0.9032
  17.900   18.000    3.150    3.200   0.9072
  17.900   18.000    3.200    3.250   0.9454
  17.900   18.000    3.250    3.300   0.9543
  17.900   18.000    3.300    3.350   0.9551
  17.900   18.000    3.350    3.400   0.9184
  17.900   18.000    3.400    3.450   0.8908
  17.900   18.000    3.450    3.500   0.8882
  17.900   18.000    3.500    3.550   0.9278
  17.900   18.000    3.550    3.600   0.9885
  17.900   18.000    3.600    3.650   0.9942
  17.900   18.000    3.650    3.700   1.0000
  17.900   18.000    3.700    3.750   0.9925
  17.900   18.000    3.750    3.800   0.9870
  17.900   18.000    3.800    3.850   0.9630
  17.900   18.000    3.850    3.900   0.9401
  17.900   18.000    3.900    3.950   0.9489
  17.900   18.000    3.950    4.000   0.8392
  17.900   18.000    4.000    4.050   0.6542
  17.900   18.000    4.050    4.100   0.5140
  17.900   18.000    4.100    4.150   0.2526
  17.900   18.000    4.150    4.200   0.0843
  17.900   18.000    4.200    4.250   0.0167
  17.900   18.000    4.250    4.300   0.0286
  17.900   18.000    4.300    4.350   0.0000
  17.900   18.000    4.350    4.400   0.0000
  17.900   18.000    4.400    4.450   0.0000
  17.900   18.000    4.450    4.500   0.0000
  17.900   18.000    4.500    4.550   0.0000
  17.900   18.000    4.550    4.600   0.0000
  18.000   18.100    2.000    2.050   0.7549
  18.000   18.100    2.050    2.100   0.8744
  18.000   18.100    2.100    2.150   0.9265
  18.000   18.100    2.150    2.200   0.9055
  18.000   18.100    2.200    2.250   0.9279
  18.000   18.100    2.250    2.300   0.9531
  18.000   18.100    2.300    2.350   0.8964
  18.000   18.100    2.350    2.400   0.8776
  18.000   18.100    2.400    2.450   0.8634
  18.000   18.100    2.450    2.500   0.9290
  18.000   18.100    2.500    2.550   0.9069
  18.000   18.100    2.550    2.600   0.7923
  18.000   18.100    2.600    2.650   0.7526
  18.000   18.100    2.650    2.700   0.6569
  18.000   18.100    2.700    2.750   0.5550
  18.000   18.100    2.750    2.800   0.4649
  18.000   18.100    2.800    2.850   0.4780
  18.000   18.100    2.850    2.900   0.6802
  18.000   18.100    2.900    2.950   0.7472
  18.000   18.100    2.950    3.000   0.9100
  18.000   18.100    3.000    3.050   0.9665
  18.000   18.100    3.050    3.100   0.9889
  18.000   18.100    3.100    3.150   0.9679
  18.000   18.100    3.150    3.200   1.0000
  18.000   18.100    3.200    3.250   0.9688
  18.000   18.100    3.250    3.300   0.9831
  18.000   18.100    3.300    3.350   0.9639
  18.000   18.100    3.350    3.400   0.9605
  18.000   18.100    3.400    3.450   0.9693
  18.000   18.100    3.450    3.500   0.9503
  18.000   18.100    3.500    3.550   0.9819
  18.000   18.100    3.550    3.600   0.9940
  18.000   18.100    3.600    3.650   0.9944
  18.000   18.100    3.650    3.700   0.9944
  18.000   18.100    3.700    3.750   0.9885
  18.000   18.100    3.750    3.800   0.9946
  18.000   18.100    3.800    3.850   0.9935
  18.000   18.100    3.850    3.900   0.9937
  18.000   18.100    3.900    3.950   0.9857
  18.000   18.100    3.950    4.000   0.9833
  18.000   18.100    4.000    4.050   0.9627
  18.000   18.100    4.050    4.100   0.9100
  18.000   18.100    4.100    4.150   0.7810
  18.000   18.100    4.150    4.200   0.6022
  18.000   18.100    4.200    4.250   0.4359
  18.000   18.100    4.250    4.300   0.2833
  18.000   18.100    4.300    4.350   0.0526
  18.000   18.100    4.350    4.400   0.0000
  18.000   18.100    4.400    4.450   0.0000
  18.000   18.100    4.450    4.500   0.0000
  18.000   18.100    4.500    4.550   0.0000
  18.000   18.100    4.550    4.600   0.0000
  18.100   18.200    2.000    2.050   0.8271
  18.100   18.200    2.050    2.100   0.9194
  18.100   18.200    2.100    2.150   0.9686
  18.100   18.200    2.150    2.200   0.9946
  18.100   18.200    2.200    2.250   0.9951
  18.100   18.200    2.250    2.300   0.9777
  18.100   18.200    2.300    2.350   0.9466
  18.100   18.200    2.350    2.400   0.9158
  18.100   18.200    2.400    2.450   0.9198
  18.100   18.200    2.450    2.500   0.8689
  18.100   18.200    2.500    2.550   0.8538
  18.100   18.200    2.550    2.600   0.7549
  18.100   18.200    2.600    2.650   0.7327
  18.100   18.200    2.650    2.700   0.6683
  18.100   18.200    2.700    2.750   0.5751
  18.100   18.200    2.750    2.800   0.5752
  18.100   18.200    2.800    2.850   0.5978
  18.100   18.200    2.850    2.900   0.6555
  18.100   18.200    2.900    2.950   0.8150
  18.100   18.200    2.950    3.000   0.8936
  18.100   18.200    3.000    3.050   0.9806
  18.100   18.200    3.050    3.100   0.9727
  18.100   18.200    3.100    3.150   0.9943
  18.100   18.200    3.150    3.200   0.9691
  18.100   18.200    3.200    3.250   0.9803
  18.100   18.200    3.250    3.300   0.9689
  18.100   18.200    3.300    3.350   0.9725
  18.100   18.200    3.350    3.400   0.9521
  18.100   18.200    3.400    3.450   0.9362
  18.100   18.200    3.450    3.500   0.9583
  18.100   18.200    3.500    3.550   0.9844
  18.100   18.200    3.550    3.600   0.9940
  18.100   18.200    3.600    3.650   0.9943
  18.100   18.200    3.650    3.700   0.9947
  18.100   18.200    3.700    3.750   0.9831
  18.100   18.200    3.750    3.800   0.9872
  18.100   18.200    3.800    3.850   1.0000
  18.100   18.200    3.850    3.900   0.9868
  18.100   18.200    3.900    3.950   0.9778
  18.100   18.200    3.950    4.000   0.9867
  18.100   18.200    4.000    4.050   0.9855
  18.100   18.200    4.050    4.100   0.9935
  18.100   18.200    4.100    4.150   0.9537
  18.100   18.200    4.150    4.200   0.9636
  18.100   18.200    4.200    4.250   0.8252
  18.100   18.200    4.250    4.300   0.7848
  18.100   18.200    4.300    4.350   0.5714
  18.100   18.200    4.350    4.400   0.2308
  18.100   18.200    4.400    4.450   0.0000
  18.100   18.200    4.450    4.500   0.0000
  18.100   18.200    4.500    4.550   0.0000
  18.100   18.200    4.550    4.600   0.0000
  18.200   18.300    2.000    2.050   0.8446
  18.200   18.300    2.050    2.100   0.9128
  18.200   18.300    2.100    2.150   0.9718
  18.200   18.300    2.150    2.200   1.0000
  18.200   18.300    2.200    2.250   0.9952
  18.200   18.300    2.250    2.300   0.9396
  18.200   18.300    2.300    2.350   0.8472
  18.200   18.300    2.350    2.400   0.7757
  18.200   18.300    2.400    2.450   0.7594
  18.200   18.300    2.450    2.500   0.7381
  18.200   18.300    2.500    2.550   0.7366
  18.200   18.300    2.550    2.600   0.6468
  18.200   18.300    2.600    2.650   0.6075
  18.200   18.300    2.650    2.700   0.6500
  18.200   18.300    2.700    2.750   0.6949
  18.200   18.300    2.750    2.800   0.7456
  18.200   18.300    2.800    2.850   0.8278
  18.200   18.300    2.850    2.900   0.8549
  18.200   18.300    2.900    2.950   0.9259
  18.200   18.300    2.950    3.000   0.9622
  18.200   18.300    3.000    3.050   0.9749
  18.200   18.300    3.050    3.100   0.9695
  18.200   18.300    3.100    3.150   0.9415
  18.200   18.300    3.150    3.200   0.9577
  18.200   18.300    3.200    3.250   0.9442
  18.200   18.300    3.250    3.300   0.8876
  18.200   18.300    3.300    3.350   0.9172
  18.200   18.300    3.350    3.400   0.8757
  18.200   18.300    3.400    3.450   0.8503
  18.200   18.300    3.450    3.500   0.9037
  18.200   18.300    3.500    3.550   0.9476
  18.200   18.300    3.550    3.600   0.9689
  18.200   18.300    3.600    3.650   0.9886
  18.200   18.300    3.650    3.700   0.9886
  18.200   18.300    3.700    3.750   0.9942
  18.200   18.300    3.750    3.800   0.9887
  18.200   18.300    3.800    3.850   0.9896
  18.200   18.300    3.850    3.900   1.0000
  18.200   18.300    3.900    3.950   0.9744
  18.200   18.300    3.950    4.000   0.9618
  18.200   18.300    4.000    4.050   0.9167
  18.200   18.300    4.050    4.100   0.9291
  18.200   18.300    4.100    4.150   0.8992
  18.200   18.300    4.150    4.200   0.8865
  18.200   18.300    4.200    4.250   0.8537
  18.200   18.300    4.250    4.300   0.7833
  18.200   18.300    4.300    4.350   0.6744
  18.200   18.300    4.350    4.400   0.5968
  18.200   18.300    4.400    4.450   0.3409
  18.200   18.300    4.450    4.500   0.0000
  18.200   18.300    4.500    4.550   0.0000
  18.200   18.300    4.550    4.600   0.0000
  18.300   18.400    2.000    2.050   0.8907
  18.300   18.400    2.050    2.100   0.9663
  18.300   18.400    2.100    2.150   0.9900
  18.300   18.400    2.150    2.200   0.9898
  18.300   18.400    2.200    2.250   0.9845
  18.300   18.400    2.250    2.300   0.9171
  18.300   18.400    2.300    2.350   0.8278
  18.300   18.400    2.350    2.400   0.7596
  18.300   18.400    2.400    2.450   0.7551
  18.300   18.400    2.450    2.500   0.6772
  18.300   18.400    2.500    2.550   0.6745
  18.300   18.400    2.550    2.600   0.6985
  18.300   18.400    2.600    2.650   0.6321
  18.300   18.400    2.650    2.700   0.7182
  18.300   18.400    2.700    2.750   0.7260
  18.300   18.400    2.750    2.800   0.8272
  18.300   18.400    2.800    2.850   0.9167
  18.300   18.400    2.850    2.900   0.9430
  18.300   18.400    2.900    2.950   0.9585
  18.300   18.400    2.950    3.000   0.9474
  18.300   18.400    3.000    3.050   0.9806
  18.300   18.400    3.050    3.100   0.9634
  18.300   18.400    3.100    3.150   0.9689
  18.300   18.400    3.150    3.200   0.9505
  18.300   18.400    3.200    3.250   0.9433
  18.300   18.400    3.250    3.300   0.9101
  18.300   18.400    3.300    3.350   0.8984
  18.300   18.400    3.350    3.400   0.8966
  18.300   18.400    3.400    3.450   0.8155
  18.300   18.400    3.450    3.500   0.8144
  18.300   18.400    3.500    3.550   0.8579
  18.300   18.400    3.550    3.600   0.9634
  18.300   18.400    3.600    3.650   0.9803
  18.300   18.400    3.650    3.700   0.9887
  18.300   18.400    3.700    3.750   0.9895
  18.300   18.400    3.750    3.800   0.9942
  18.300   18.400    3.800    3.850   0.9826
  18.300   18.400    3.850    3.900   0.9936
  18.300   18.400    3.900    3.950   0.9932
  18.300   18.400    3.950    4.000   0.9837
  18.300   18.400    4.000    4.050   0.9295
  18.300   18.400    4.050    4.100   0.8462
  18.300   18.400    4.100    4.150   0.8706
  18.300   18.400    4.150    4.200   0.7716
  18.300   18.400    4.200    4.250   0.6357
  18.300   18.400    4.250    4.300   0.4561
  18.300   18.400    4.300    4.350   0.3540
  18.300   18.400    4.350    4.400   0.3780
  18.300   18.400    4.400    4.450   0.6515
  18.300   18.400    4.450    4.500   0.1579
  18.300   18.400    4.500    4.550   0.0000
  18.300   18.400    4.550    4.600   0.0000
  18.400   18.500    2.000    2.050   0.9795
  18.400   18.500    2.050    2.100   0.9837
  18.400   18.500    2.100    2.150   1.0000
  18.400   18.500    2.150    2.200   0.9947
  18.400   18.500    2.200    2.250   0.9949
  18.400   18.500    2.250    2.300   0.9610
  18.400   18.500    2.300    2.350   0.8878
  18.400   18.500    2.350    2.400   0.8639
  18.400   18.500    2.400    2.450   0.8238
  18.400   18.500    2.450    2.500   0.7850
  18.400   18.500    2.500    2.550   0.8208
  18.400   18.500    2.550    2.600   0.7222
  18.400   18.500    2.600    2.650   0.6786
  18.400   18.500    2.650    2.700   0.6617
  18.400   18.500    2.700    2.750   0.7225
  18.400   18.500    2.750    2.800   0.7129
  18.400   18.500    2.800    2.850   0.8351
  18.400   18.500    2.850    2.900   0.8649
  18.400   18.500    2.900    2.950   0.9140
  18.400   18.500    2.950    3.000   0.9483
  18.400   18.500    3.000    3.050   0.9118
  18.400   18.500    3.050    3.100   0.9442
  18.400   18.500    3.100    3.150   0.9453
  18.400   18.500    3.150    3.200   0.9073
  18.400   18.500    3.200    3.250   0.9365
  18.400   18.500    3.250    3.300   0.9796
  18.400   18.500    3.300    3.350   0.9362
  18.400   18.500    3.350    3.400   0.8865
  18.400   18.500    3.400    3.450   0.8343
  18.400   18.500    3.450    3.500   0.8286
  18.400   18.500    3.500    3.550   0.9000
  18.400   18.500    3.550    3.600   0.9697
  18.400   18.500    3.600    3.650   0.9742
  18.400   18.500    3.650    3.700   0.9949
  18.400   18.500    3.700    3.750   0.9843
  18.400   18.500    3.750    3.800   0.9949
  18.400   18.500    3.800    3.850   0.9784
  18.400   18.500    3.850    3.900   1.0000
  18.400   18.500    3.900    3.950   0.9787
  18.400   18.500    3.950    4.000   0.9837
  18.400   18.500    4.000    4.050   0.9706
  18.400   18.500    4.050    4.100   0.9540
  18.400   18.500    4.100    4.150   0.9205
  18.400   18.500    4.150    4.200   0.8537
  18.400   18.500    4.200    4.250   0.7958
  18.400   18.500    4.250    4.300   0.6102
  18.400   18.500    4.300    4.350   0.4380
  18.400   18.500    4.350    4.400   0.2300
  18.400   18.500    4.400    4.450   0.3026
  18.400   18.500    4.450    4.500   0.4412
  18.400   18.500    4.500    4.550   0.0000
  18.400   18.500    4.550    4.600   0.0000
  18.500   18.600    2.000    2.050   1.0000
  18.500   18.600    2.050    2.100   1.0000
  18.500   18.600    2.100    2.150   0.9906
  18.500   18.600    2.150    2.200   0.9952
  18.500   18.600    2.200    2.250   0.9954
  18.500   18.600    2.250    2.300   0.9848
  18.500   18.600    2.300    2.350   0.9660
  18.500   18.600    2.350    2.400   0.9557
  18.500   18.600    2.400    2.450   0.9137
  18.500   18.600    2.450    2.500   0.8900
  18.500   18.600    2.500    2.550   0.8912
  18.500   18.600    2.550    2.600   0.8216
  18.500   18.600    2.600    2.650   0.7630
  18.500   18.600    2.650    2.700   0.6243
  18.500   18.600    2.700    2.750   0.6464
  18.500   18.600    2.750    2.800   0.7486
  18.500   18.600    2.800    2.850   0.8287
  18.500   18.600    2.850    2.900   0.8905
  18.500   18.600    2.900    2.950   0.9104
  18.500   18.600    2.950    3.000   0.9239
  18.500   18.600    3.000    3.050   0.8865
  18.500   18.600    3.050    3.100   0.9438
  18.500   18.600    3.100    3.150   0.9409
  18.500   18.600    3.150    3.200   0.9408
  18.500   18.600    3.200    3.250   0.9206
  18.500   18.600    3.250    3.300   0.9263
  18.500   18.600    3.300    3.350   0.9246
  18.500   18.600    3.350    3.400   0.9189
  18.500   18.600    3.400    3.450   0.8902
  18.500   18.600    3.450    3.500   0.8964
  18.500   18.600    3.500    3.550   0.9364
  18.500   18.600    3.550    3.600   0.9617
  18.500   18.600    3.600    3.650   0.9703
  18.500   18.600    3.650    3.700   0.9893
  18.500   18.600    3.700    3.750   0.9944
  18.500   18.600    3.750    3.800   0.9708
  18.500   18.600    3.800    3.850   0.9841
  18.500   18.600    3.850    3.900   1.0000
  18.500   18.600    3.900    3.950   0.9683
  18.500   18.600    3.950    4.000   0.9834
  18.500   18.600    4.000    4.050   0.9671
  18.500   18.600    4.050    4.100   0.9640
  18.500   18.600    4.100    4.150   0.9182
  18.500   18.600    4.150    4.200   0.8696
  18.500   18.600    4.200    4.250   0.8519
  18.500   18.600    4.250    4.300   0.8212
  18.500   18.600    4.300    4.350   0.8425
  18.500   18.600    4.350    4.400   0.6569
  18.500   18.600    4.400    4.450   0.3069
  18.500   18.600    4.450    4.500   0.5325
  18.500   18.600    4.500    4.550   0.3500
  18.500   18.600    4.550    4.600   0.0000
  18.600   18.700    2.000    2.050   0.9904
  18.600   18.700    2.050    2.100   0.9851
  18.600   18.700    2.100    2.150   0.9891
  18.600   18.700    2.150    2.200   0.9902
  18.600   18.700    2.200    2.250   0.9951
  18.600   18.700    2.250    2.300   0.9953
  18.600   18.700    2.300    2.350   0.9734
  18.600   18.700    2.350    2.400   0.9778
  18.600   18.700    2.400    2.450   0.9732
  18.600   18.700    2.450    2.500   0.9732
  18.600   18.700    2.500    2.550   0.9531
  18.600   18.700    2.550    2.600   0.9283
  18.600   18.700    2.600    2.650   0.8410
  18.600   18.700    2.650    2.700   0.7833
  18.600   18.700    2.700    2.750   0.7981
  18.600   18.700    2.750    2.800   0.8374
  18.600   18.700    2.800    2.850   0.8137
  18.600   18.700    2.850    2.900   0.8936
  18.600   18.700    2.900    2.950   0.9399
  18.600   18.700    2.950    3.000   0.9189
  18.600   18.700    3.000    3.050   0.9585
  18.600   18.700    3.050    3.100   0.9397
  18.600   18.700    3.100    3.150   0.9554
  18.600   18.700    3.150    3.200   0.9153
  18.600   18.700    3.200    3.250   0.9497
  18.600   18.700    3.250    3.300   0.9583
  18.600   18.700    3.300    3.350   0.9484
  18.600   18.700    3.350    3.400   0.9167
  18.600   18.700    3.400    3.450   0.8488
  18.600   18.700    3.450    3.500   0.9572
  18.600   18.700    3.500    3.550   0.9454
  18.600   18.700    3.550    3.600   0.9441
  18.600   18.700    3.600    3.650   0.9786
  18.600   18.700    3.650    3.700   0.9938
  18.600   18.700    3.700    3.750   0.9792
  18.600   18.700    3.750    3.800   0.9804
  18.600   18.700    3.800    3.850   0.9945
  18.600   18.700    3.850    3.900   0.9850
  18.600   18.700    3.900    3.950   0.9895
  18.600   18.700    3.950    4.000   0.9894
  18.600   18.700    4.000    4.050   0.9829
  18.600   18.700    4.050    4.100   0.9427
  18.600   18.700    4.100    4.150   0.9191
  18.600   18.700    4.150    4.200   0.8443
  18.600   18.700    4.200    4.250   0.7750
  18.600   18.700    4.250    4.300   0.7714
  18.600   18.700    4.300    4.350   0.8472
  18.600   18.700    4.350    4.400   0.8702
  18.600   18.700    4.400    4.450   0.6897
  18.600   18.700    4.450    4.500   0.6625
  18.600   18.700    4.500    4.550   0.5128
  18.600   18.700    4.550    4.600   0.0000
  18.700   18.800    2.000    2.050   0.9882
  18.700   18.800    2.050    2.100   0.9953
  18.700   18.800    2.100    2.150   1.0000
  18.700   18.800    2.150    2.200   0.9853
  18.700   18.800    2.200    2.250   0.9801
  18.700   18.800    2.250    2.300   0.9850
  18.700   18.800    2.300    2.350   0.9737
  18.700   18.800    2.350    2.400   0.9378
  18.700   18.800    2.400    2.450   0.8950
  18.700   18.800    2.450    2.500   0.9348
  18.700   18.800    2.500    2.550   0.9545
  18.700   18.800    2.550    2.600   0.8778
  18.700   18.800    2.600    2.650   0.8802
  18.700   18.800    2.650    2.700   0.8311
  18.700   18.800    2.700    2.750   0.8469
  18.700   18.800    2.750    2.800   0.8673
  18.700   18.800    2.800    2.850   0.8737
  18.700   18.800    2.850    2.900   0.8861
  18.700   18.800    2.900    2.950   0.9429
  18.700   18.800    2.950    3.000   0.9318
  18.700   18.800    3.000    3.050   0.9553
  18.700   18.800    3.050    3.100   0.9469
  18.700   18.800    3.100    3.150   0.9563
  18.700   18.800    3.150    3.200   0.9536
  18.700   18.800    3.200    3.250   0.9545
  18.700   18.800    3.250    3.300   0.9474
  18.700   18.800    3.300    3.350   0.9010
  18.700   18.800    3.350    3.400   0.8844
  18.700   18.800    3.400    3.450   0.8256
  18.700   18.800    3.450    3.500   0.8557
  18.700   18.800    3.500    3.550   0.9271
  18.700   18.800    3.550    3.600   0.9282
  18.700   18.800    3.600    3.650   0.9844
  18.700   18.800    3.650    3.700   0.9682
  18.700   18.800    3.700    3.750   0.9721
  18.700   18.800    3.750    3.800   0.9883
  18.700   18.800    3.800    3.850   0.9847
  18.700   18.800    3.850    3.900   0.9848
  18.700   18.800    3.900    3.950   0.9946
  18.700   18.800    3.950    4.000   0.9888
  18.700   18.800    4.000    4.050   0.9842
  18.700   18.800    4.050    4.100   0.9770
  18.700   18.800    4.100    4.150   0.9398
  18.700   18.800    4.150    4.200   0.8875
  18.700   18.800    4.200    4.250   0.8377
  18.700   18.800    4.250    4.300   0.7256
  18.700   18.800    4.300    4.350   0.8232
  18.700   18.800    4.350    4.400   0.8137
  18.700   18.800    4.400    4.450   0.9350
  18.700   18.800    4.450    4.500   0.8586
  18.700   18.800    4.500    4.550   0.7018
  18.700   18.800    4.550    4.600   0.0833
  18.800   18.900    2.000    2.050   0.9849
  18.800   18.900    2.050    2.100   0.9771
  18.800   18.900    2.100    2.150   0.9908
  18.800   18.900    2.150    2.200   1.0000
  18.800   18.900    2.200    2.250   0.9628
  18.800   18.900    2.250    2.300   0.9694
  18.800   18.900    2.300    2.350   0.9272
  18.800   18.900    2.350    2.400   0.8841
  18.800   18.900    2.400    2.450   0.8732
  18.800   18.900    2.450    2.500   0.8396
